Sales Channel,Order Quantity,Discount Applied,Unit Cost,Unit Price,DeliveryDays
Wholesale,1,0.15,501.16,1139.0,0
Online,5,0.075,302.51,703.5,5
Online,6,0.15,2797.92,6217.6,10
Distributor,3,0.075,3081.0,3624.7,61
In-Store,4,0.05,1205.33,1721.9,123
In-Store,2,0.075,877.97,1829.1,69
In-Store,7,0.075,4643.9,6110.4,61
Online,7,0.05,2137.3,3886.0,153
Online,8,0.05,3743.29,5058.5,0
In-Store,7,0.1,775.39,1092.1,91
Online,8,0.075,896.86,1949.7,5
Online,2,0.15,3225.38,3886.0,153
Wholesale,4,0.05,1553.33,3376.8,2
Online,6,0.05,86.83,180.9,8
Distributor,5,0.1,205.76,247.9,0
In-Store,1,0.05,2508.48,3135.6,62
Distributor,5,0.1,1739.99,2485.7,3
Online,2,0.15,3210.64,4013.3,0
In-Store,2,0.075,3048.77,6351.6,30
Wholesale,6,0.2,645.34,1152.4,0
Wholesale,2,0.05,723.6,1005.0,10
Wholesale,1,0.05,2465.6,3852.5,5
In-Store,2,0.2,478.65,1018.4,6
Online,4,0.3,934.25,1112.2,0
In-Store,3,0.05,1242.85,1775.5,64
In-Store,5,0.15,4075.48,5507.4,122
Distributor,3,0.05,2457.02,3839.1,0
Online,3,0.4,1999.82,2438.8,5
Online,4,0.1,2824.05,3765.4,91
Online,4,0.15,2653.2,4020.0,120
Wholesale,3,0.3,698.68,884.4,31
Online,3,0.05,1591.92,1989.9,89
In-Store,8,0.2,2063.13,3892.7,59
In-Store,7,0.05,377.34,857.6,5
Distributor,3,0.05,553.55,1025.1,120
In-Store,7,0.075,3653.38,5145.6,0
Online,6,0.075,950.33,1319.9,0
Distributor,7,0.2,610.24,884.4,7
In-Store,1,0.1,760.58,1152.4,3
Online,1,0.15,2556.39,3932.9,0
In-Store,4,0.2,516.84,891.1,4
Online,7,0.15,3173.12,3966.4,68
Distributor,7,0.4,325.55,757.1,1
Distributor,1,0.05,113.97,180.9,123
In-Store,7,0.15,1063.36,1802.3,4
Wholesale,6,0.3,108.0,174.2,31
Wholesale,4,0.075,134.87,221.1,0
Wholesale,7,0.4,1846.25,2224.4,275
Online,2,0.05,2038.01,3041.8,0
In-Store,3,0.15,3043.81,3953.0,0
Online,2,0.1,560.92,1078.7,0
In-Store,7,0.3,176.88,268.0,5
In-Store,6,0.1,1013.84,1299.8,3
In-Store,6,0.15,868.32,1085.4,2
Online,1,0.075,873.35,1105.5,3
Distributor,8,0.15,1123.59,1728.6,6
Wholesale,1,0.1,1760.09,2378.5,0
In-Store,4,0.05,2364.97,3195.9,1
Online,6,0.2,154.37,214.4,1
In-Store,4,0.05,797.77,984.9,0
Online,2,0.05,1095.85,1889.4,0
In-Store,7,0.2,748.52,891.1,59
Online,1,0.075,821.69,1125.6,0
Online,1,0.1,2723.95,6485.6,8
Online,7,0.05,1416.51,2284.7,0
In-Store,7,0.075,3434.42,6244.4,2
Online,4,0.1,2213.95,5031.7,2
Distributor,1,0.05,4731.94,5989.8,61
Distributor,3,0.2,2458.63,3725.2,91
Wholesale,3,0.1,879.17,1085.4,0
Online,7,0.15,2393.24,5092.0,0
In-Store,3,0.075,4104.96,6036.7,31
Online,8,0.15,2827.0,3872.6,2
Online,7,0.1,1588.3,2941.3,2
Online,7,0.1,159.19,241.2,151
In-Store,1,0.05,179.56,268.0,10
Online,2,0.075,90.45,167.5,5
Online,7,0.075,994.35,1949.7,0
In-Store,7,0.1,2144.0,2680.0,7
In-Store,4,0.2,2591.23,3986.5,184
Wholesale,2,0.05,75.38,167.5,0
Online,8,0.1,97.15,194.3,6
In-Store,8,0.075,1073.34,2385.2,6
Distributor,8,0.075,3601.32,5219.3,30
In-Store,8,0.1,1512.59,2224.4,0
In-Store,8,0.05,1472.53,2231.1,61
In-Store,6,0.15,4539.92,5896.0,3
Wholesale,8,0.15,1847.86,2639.8,3
In-Store,4,0.05,700.28,1045.2,1
In-Store,4,0.05,951.94,1286.4,2
Distributor,7,0.15,1778.31,3865.9,61
In-Store,4,0.05,3520.31,6519.1,2
Online,7,0.1,3365.54,4006.6,3
Wholesale,7,0.075,841.39,1078.7,7
In-Store,4,0.1,675.36,1125.6,275
In-Store,5,0.1,203.28,247.9,8
In-Store,1,0.05,1879.02,2378.5,0
Wholesale,1,0.15,137.48,254.6,89
In-Store,6,0.05,2647.84,3309.8,1
Online,2,0.05,1004.93,1896.1,98
Wholesale,2,0.1,949.73,1172.5,0
Distributor,5,0.15,1348.78,3289.7,96
Distributor,1,0.05,623.1,1038.5,9
Distributor,5,0.075,877.97,1125.6,4
In-Store,8,0.075,1495.44,1869.3,9
In-Store,8,0.1,704.91,1118.9,66
In-Store,4,0.075,827.32,1969.8,1
In-Store,4,0.3,1612.49,3932.9,2
In-Store,3,0.05,723.4,1185.9,66
In-Store,8,0.05,668.79,1078.7,4
Online,7,0.05,437.18,971.5,6
Distributor,4,0.2,142.38,167.5,5
Online,6,0.05,2249.39,3946.3,3
Distributor,2,0.2,703.5,1005.0,37
In-Store,1,0.075,485.62,1011.7,8
Online,1,0.05,1676.54,2941.3,3
In-Store,7,0.1,2721.0,3832.4,214
Distributor,6,0.075,2710.82,3986.5,8
Online,3,0.05,829.59,1011.7,217
Online,4,0.2,1728.94,2659.9,0
Online,8,0.05,585.92,1065.3,212
Online,6,0.15,1006.88,1936.3,7
Distributor,4,0.075,112.76,221.1,245
Online,4,0.075,1086.2,1293.1,0
Wholesale,2,0.05,1196.96,2659.9,7
In-Store,8,0.05,551.54,1125.6,7
In-Store,3,0.05,862.89,1065.3,2
Online,4,0.05,4562.7,6083.6,2
Wholesale,1,0.075,587.93,904.5,6
In-Store,4,0.1,1242.58,1882.7,59
Online,4,0.05,737.54,1715.2,7
In-Store,7,0.05,2924.55,3899.4,30
Wholesale,1,0.15,1966.05,3510.8,0
Online,1,0.05,391.28,978.2,68
In-Store,6,0.075,3515.49,6391.8,7
In-Store,7,0.1,1123.93,1842.5,98
Online,4,0.075,1554.4,3886.0,1
In-Store,5,0.05,1537.65,1809.0,0
Online,1,0.05,5052.54,6237.7,1
Online,7,0.1,2547.07,3859.2,214
In-Store,1,0.15,789.33,1252.9,98
Online,5,0.075,543.3,1065.3,2
In-Store,4,0.3,1122.79,2673.3,6
Distributor,1,0.05,2538.97,3906.1,153
In-Store,8,0.1,3709.12,5795.5,0
In-Store,2,0.15,1201.98,1742.0,9
Online,8,0.15,3059.35,3872.6,245
In-Store,8,0.1,171.52,268.0,38
Wholesale,1,0.075,656.47,924.6,8
Online,5,0.075,1653.69,3845.8,0
Online,8,0.1,446.56,1038.5,31
In-Store,2,0.075,1207.21,1916.2,92
In-Store,5,0.4,888.02,1889.4,1
In-Store,4,0.075,831.0,1051.9,0
In-Store,8,0.05,647.22,1078.7,0
Distributor,2,0.2,2630.55,3926.2,61
Wholesale,8,0.1,1257.86,1996.6,98
Distributor,1,0.075,1802.97,4006.6,6
Online,7,0.3,1097.46,2613.0,1
Wholesale,8,0.1,2111.84,2639.8,6
In-Store,1,0.1,4714.92,6458.8,2
Online,2,0.075,2166.78,3095.4,4
Online,4,0.4,484.01,1125.6,0
In-Store,3,0.2,427.73,1018.4,0
Online,6,0.05,3573.24,5333.2,153
Distributor,4,0.075,4790.77,5842.4,0
In-Store,6,0.075,555.3,750.4,7
Wholesale,6,0.075,3019.56,3973.1,0
Distributor,7,0.4,1029.79,1943.0,99
Online,7,0.075,2056.03,3879.3,1
Online,4,0.05,705.51,1085.4,1
In-Store,4,0.15,1013.04,2532.6,125
Distributor,1,0.075,1812.22,3939.6,4
In-Store,4,0.1,744.71,1145.7,0
Online,6,0.075,683.4,1005.0,0
Online,8,0.15,156.18,247.9,6
In-Store,3,0.05,2845.89,3845.8,10
Wholesale,2,0.15,3627.65,5038.4,67
In-Store,3,0.3,162.94,254.6,65
In-Store,7,0.1,2098.71,2559.4,4
In-Store,5,0.05,1067.31,1976.5,6
Wholesale,1,0.15,163.21,194.3,31
Online,5,0.2,2738.02,5587.8,8
In-Store,3,0.1,3019.56,3973.1,2
Online,7,0.075,2590.29,5286.3,0
Distributor,6,0.3,2564.76,6411.9,181
In-Store,7,0.05,1739.66,3865.9,2
Online,7,0.05,414.8,1011.7,0
Online,8,0.05,2927.9,3852.5,181
Online,5,0.1,1123.19,1701.8,9
Online,1,0.1,148.74,201.0,214
Online,5,0.05,1603.98,2546.0,4
Distributor,2,0.4,707.52,1105.5,4
In-Store,4,0.075,463.84,1078.7,5
In-Store,1,0.05,1196.69,2257.9,0
Online,8,0.15,3219.22,3832.4,9
Online,7,0.05,1003.39,1929.6,0
Online,3,0.2,524.48,690.1,1
In-Store,4,0.15,2551.49,3865.9,61
In-Store,3,0.15,2882.34,6405.2,1
Distributor,4,0.3,723.6,904.5,0
In-Store,5,0.3,3052.99,3678.3,0
Online,8,0.15,2260.85,3966.4,1
Online,7,0.2,1769.81,3932.9,3
Online,3,0.05,1942.0,2284.7,2
In-Store,2,0.05,2261.12,3832.4,1
Online,5,0.1,173.66,241.2,6
In-Store,2,0.4,514.69,1118.9,158
In-Store,2,0.05,337.68,703.5,273
Online,3,0.05,3494.39,6130.5,187
Online,6,0.2,152.56,221.1,0
Online,1,0.1,1391.99,2626.4,2
Distributor,8,0.15,850.3,1735.3,153
Wholesale,1,0.1,525.55,991.6,5
Distributor,2,0.2,1973.15,3946.3,5
Online,4,0.1,3960.5,5500.7,0
In-Store,7,0.05,2633.37,3872.6,0
In-Store,7,0.075,124.29,234.5,150
Distributor,5,0.075,1408.61,1956.4,0
Distributor,8,0.1,101.64,247.9,4
In-Store,1,0.15,4373.76,6432.0,4
In-Store,4,0.4,733.52,1078.7,157
In-Store,7,0.075,1868.5,2251.2,90
Online,5,0.1,168.84,201.0,6
Online,8,0.05,455.27,1011.7,5
Online,4,0.05,507.93,891.1,216
Distributor,8,0.05,455.27,1011.7,9
In-Store,2,0.1,112.76,221.1,303
In-Store,3,0.075,1024.63,2499.1,0
In-Store,5,0.05,3644.8,5360.0,0
In-Store,5,0.1,788.32,1065.3,4
In-Store,5,0.05,738.07,1025.1,0
In-Store,4,0.15,912.0,1112.2,90
In-Store,3,0.05,631.41,1018.4,4
In-Store,2,0.1,880.92,1159.1,95
In-Store,2,0.15,1871.71,2599.6,30
In-Store,4,0.15,185.86,254.6,0
In-Store,4,0.075,4406.72,5440.4,244
In-Store,1,0.05,879.84,1795.6,61
In-Store,6,0.2,4100.27,5540.9,0
Distributor,5,0.075,4573.09,5380.1,2
Wholesale,6,0.1,520.99,1085.4,64
Distributor,4,0.05,701.16,1078.7,0
In-Store,3,0.075,526.62,877.7,1
In-Store,1,0.075,1216.72,3041.8,0
In-Store,2,0.3,2927.57,6505.7,2
In-Store,8,0.4,442.2,1105.5,0
In-Store,6,0.075,668.93,1045.2,6
In-Store,1,0.05,3488.36,5366.7,0
In-Store,8,0.05,1309.85,2619.7,303
In-Store,8,0.2,698.68,1058.6,31
Distributor,7,0.05,146.33,261.3,0
In-Store,8,0.075,3916.15,5594.5,3
Online,1,0.05,585.92,1105.5,10
Distributor,4,0.075,1519.56,2412.0,1
Distributor,6,0.075,2444.16,3819.0,34
In-Store,4,0.2,187.6,268.0,92
Online,2,0.05,100.23,227.8,0
Online,5,0.05,227.8,268.0,1
In-Store,5,0.05,767.02,1065.3,0
In-Store,1,0.075,439.86,676.7,8
In-Store,5,0.075,631.14,1051.9,90
Wholesale,3,0.05,1032.47,2244.5,2
Online,2,0.05,3109.47,3986.5,0
In-Store,3,0.05,4163.38,6405.2,243
In-Store,8,0.1,647.22,1078.7,30
Wholesale,6,0.05,2723.55,5447.1,0
In-Store,2,0.05,109.75,174.2,184
In-Store,2,0.1,509.2,1273.0,61
In-Store,8,0.3,439.52,1072.0,214
In-Store,3,0.05,1131.23,2693.4,158
In-Store,2,0.1,686.82,1025.1,243
Online,1,0.075,607.82,1125.6,7
Distributor,4,0.075,4413.29,6304.7,4
Online,2,0.3,1654.63,2298.1,9
Wholesale,6,0.1,1830.71,3979.8,61
Online,6,0.2,1477.95,2592.9,7
In-Store,8,0.075,408.7,670.0,3
Online,7,0.075,2151.77,3470.6,303
Wholesale,7,0.05,737.54,1152.4,0
In-Store,5,0.1,407.09,830.8,5
Online,8,0.1,611.71,1112.2,123
In-Store,2,0.05,510.14,1085.4,31
Online,1,0.1,1964.98,2519.2,187
Online,3,0.05,734.05,1112.2,10
In-Store,2,0.075,801.86,1179.2,31
In-Store,6,0.05,1050.56,1876.0,0
In-Store,8,0.1,1459.06,2391.9,92
Online,1,0.075,1041.98,1929.6,5
In-Store,8,0.075,831.47,1139.0,59
In-Store,4,0.05,1996.33,3839.1,0
In-Store,3,0.15,1143.82,2599.6,0
In-Store,5,0.1,2354.11,3859.2,125
In-Store,2,0.075,126.63,234.5,6
Online,6,0.15,670.74,944.7,8
Online,3,0.075,2917.72,3839.1,0
Online,2,0.05,933.98,1098.8,59
Wholesale,7,0.075,990.53,1768.8,0
Wholesale,8,0.15,1717.08,3993.2,7
In-Store,2,0.075,132.66,241.2,9
In-Store,4,0.1,2394.98,3926.2,5
Distributor,2,0.05,2579.5,3350.0,34
Wholesale,3,0.15,844.47,1835.8,9
In-Store,6,0.075,928.69,1118.9,0
In-Store,6,0.075,568.03,1051.9,158
In-Store,6,0.2,2003.57,3577.8,7
Online,5,0.1,2450.86,3953.0,157
In-Store,6,0.3,1263.89,2633.1,62
In-Store,5,0.075,418.08,1045.2,0
In-Store,1,0.05,2123.63,3792.2,0
Wholesale,6,0.15,1751.11,2653.2,31
In-Store,7,0.05,402.0,1005.0,35
Distributor,7,0.1,4209.95,5929.5,0
Wholesale,3,0.075,1637.48,3484.0,9
Online,1,0.4,1484.72,1855.9,6
In-Store,7,0.05,2728.17,5567.7,10
In-Store,1,0.05,399.32,998.3,214
In-Store,4,0.075,1785.95,2626.4,7
In-Store,6,0.1,656.2,1112.2,89
Online,1,0.075,97.95,227.8,275
In-Store,1,0.075,1940.25,3959.7,0
Distributor,8,0.2,4816.63,6097.0,0
Online,1,0.05,1506.09,2552.7,31
Distributor,8,0.075,512.55,1025.1,244
Distributor,7,0.075,1455.24,2425.4,9
In-Store,1,0.2,1985.28,3892.7,66
In-Store,7,0.1,2031.17,3906.1,0
Online,7,0.3,820.42,1038.5,3
Online,3,0.15,1295.24,2398.6,35
In-Store,8,0.05,1374.37,1882.7,0
Online,5,0.15,836.36,1145.7,5
Online,3,0.075,3069.67,3698.4,92
Online,8,0.15,1678.35,2237.8,1
Distributor,8,0.05,102.98,194.3,8
In-Store,2,0.075,607.22,1065.3,6
Online,2,0.075,301.5,670.0,0
Online,7,0.05,450.31,958.1,2
In-Store,7,0.075,819.81,1078.7,5
Distributor,8,0.05,103.18,187.6,0
Distributor,7,0.4,2112.38,3772.1,7
In-Store,5,0.05,468.53,743.7,1
In-Store,2,0.05,3104.24,3979.8,6
Distributor,7,0.3,1824.54,3966.4,38
Wholesale,6,0.075,113.9,227.8,4
In-Store,8,0.3,2736.48,5822.3,243
In-Store,1,0.2,596.3,1192.6,61
In-Store,8,0.05,775.32,1762.1,8
In-Store,5,0.05,470.34,904.5,7
In-Store,1,0.075,159.46,234.5,247
Online,5,0.05,1665.89,2974.8,10
Online,4,0.05,694.25,1051.9,5
Distributor,1,0.05,569.5,837.5,6
Online,6,0.05,3246.02,5071.9,9
Online,2,0.1,5414.14,6445.4,2
In-Store,1,0.1,646.68,850.9,31
Online,8,0.075,552.08,690.1,158
In-Store,4,0.3,77.05,167.5,4
In-Store,6,0.4,571.38,1098.8,304
Online,4,0.05,1950.1,2532.6,65
Online,4,0.2,586.12,1085.4,1
Online,1,0.075,704.04,951.4,31
Online,5,0.075,1163.79,2586.2,129
Online,8,0.4,1161.78,1708.5,304
In-Store,3,0.15,506.99,1078.7,6
In-Store,5,0.05,758.64,1132.3,3
Distributor,7,0.15,1269.25,1983.2,1
Online,6,0.075,746.85,1051.9,4
Wholesale,4,0.15,2268.49,3979.8,1
Online,6,0.05,683.4,1708.5,31
Online,7,0.1,623.1,1005.0,3
Online,8,0.075,2615.14,3845.8,6
Distributor,3,0.075,664.1,1125.6,0
Distributor,4,0.2,666.32,1025.1,10
Wholesale,1,0.3,5444.22,6559.3,37
Online,2,0.075,1043.19,2318.2,9
In-Store,1,0.075,656.33,1058.6,2
Online,4,0.3,1356.82,1762.1,35
In-Store,4,0.05,452.32,1051.9,5
In-Store,4,0.15,1312.13,2572.8,0
In-Store,7,0.075,1413.57,1835.8,3
Online,8,0.1,453.05,1078.7,5
Online,2,0.075,3018.02,3919.5,0
In-Store,1,0.075,4152.46,5688.3,9
Online,7,0.15,1414.5,2438.8,9
In-Store,2,0.1,502.5,837.5,188
Distributor,7,0.05,4378.32,6438.7,8
Wholesale,8,0.05,1400.57,1795.6,1
Wholesale,4,0.15,799.65,1038.5,92
Online,4,0.4,85.36,174.2,0
In-Store,8,0.075,3111.48,5185.8,8
Wholesale,8,0.1,512.15,1045.2,0
Distributor,2,0.075,2284.83,3872.6,0
Distributor,6,0.075,1115.28,1922.9,2
In-Store,7,0.05,939.88,2237.8,36
Online,6,0.075,477.71,1038.5,6
Wholesale,4,0.05,171.19,234.5,123
In-Store,8,0.15,742.9,1125.6,64
In-Store,5,0.3,696.47,1105.5,4
Distributor,2,0.05,2013.08,2425.4,7
Online,4,0.1,1987.56,2338.3,304
Online,6,0.2,637.84,750.4,0
Online,7,0.15,3162.94,3765.4,4
In-Store,8,0.05,2920.26,3946.3,10
In-Store,7,0.2,409.37,871.0,0
Online,7,0.1,572.65,743.7,3
In-Store,3,0.1,1374.77,1936.3,0
In-Store,6,0.075,1517.95,2572.8,1
Distributor,2,0.15,357.38,850.9,10
Online,3,0.05,1889.4,2519.2,10
Wholesale,4,0.05,522.6,1045.2,0
Wholesale,1,0.05,4142.68,5674.9,6
Wholesale,8,0.05,1635.6,2405.3,275
Online,4,0.05,2631.09,3095.4,9
In-Store,8,0.05,458.08,1065.3,273
Online,5,0.075,2239.01,2907.8,2
Distributor,3,0.075,742.09,1045.2,5
Online,8,0.05,1100.27,2619.7,1
Distributor,2,0.1,714.89,1299.8,10
In-Store,2,0.05,208.77,254.6,1
Distributor,2,0.05,689.83,884.4,0
In-Store,3,0.1,144.72,268.0,8
In-Store,3,0.075,175.88,234.5,28
In-Store,1,0.05,580.49,1018.4,64
Online,8,0.1,2097.84,3329.9,8
Distributor,5,0.075,2391.9,3986.5,1
Online,7,0.05,1058.06,2519.2,6
In-Store,3,0.1,4095.78,5768.7,1
In-Store,2,0.05,2319.54,3865.9,6
Distributor,8,0.1,2207.38,3872.6,0
Distributor,6,0.1,2041.83,3852.5,0
Distributor,4,0.075,2749.28,6545.9,31
Online,2,0.05,1790.51,3510.8,0
Online,1,0.3,1331.63,2512.5,0
Distributor,8,0.05,942.02,1239.5,1
In-Store,6,0.15,944.7,2010.0,0
In-Store,5,0.05,114.57,201.0,4
In-Store,7,0.1,2082.23,2539.3,0
In-Store,4,0.05,88.44,201.0,212
In-Store,4,0.05,3219.48,3926.2,1
In-Store,6,0.05,1168.75,2385.2,61
Online,1,0.075,1369.01,2793.9,5
Distributor,2,0.15,124.75,254.6,153
In-Store,4,0.075,3230.94,3892.7,2
Online,3,0.2,2323.56,3872.6,215
In-Store,5,0.05,452.32,1051.9,0
In-Store,4,0.075,104.79,227.8,0
Distributor,1,0.05,2793.1,3879.3,0
Distributor,3,0.05,818.07,1105.5,128
Distributor,2,0.05,2635.51,3993.2,1
In-Store,3,0.2,129.44,187.6,0
Online,3,0.05,3942.15,6358.3,6
Wholesale,3,0.15,2844.69,4006.6,6
In-Store,2,0.4,1762.9,4006.6,9
Online,4,0.1,2084.44,3932.9,9
Wholesale,8,0.05,2961.27,6043.4,7
In-Store,6,0.15,856.39,1112.2,2
In-Store,7,0.05,827.32,1969.8,95
Distributor,7,0.1,1798.35,2606.3,158
In-Store,4,0.075,187.6,268.0,0
Online,7,0.075,818.2,1902.8,150
In-Store,2,0.15,1791.58,2559.4,28
In-Store,8,0.1,3103.44,3879.3,1
Online,6,0.05,3241.73,3859.2,0
Distributor,3,0.075,1069.32,1782.2,0
Online,1,0.15,112.56,268.0,3
In-Store,5,0.075,3772.3,6184.1,123
Distributor,6,0.075,1206.0,2412.0,1
Online,8,0.1,695.06,891.1,0
Distributor,7,0.2,1655.17,2586.2,5
In-Store,3,0.075,569.5,1139.0,0
Online,5,0.4,4143.41,6277.9,0
Online,6,0.075,2046.78,4013.3,7
Distributor,7,0.15,2573.0,5045.1,0
Online,1,0.15,1154.08,1775.5,0
In-Store,8,0.05,923.26,1742.0,92
In-Store,3,0.05,83.55,194.3,98
Distributor,8,0.075,1452.02,1728.6,181
In-Store,4,0.4,68.68,167.5,273
In-Store,3,0.075,1013.04,1876.0,65
In-Store,7,0.075,5059.84,6324.8,4
In-Store,2,0.05,1742.67,3872.6,8
Online,3,0.4,365.89,850.9,64
In-Store,8,0.05,2032.78,2479.0,0
Distributor,3,0.15,2550.29,5313.1,212
In-Store,4,0.4,1277.09,2606.3,89
In-Store,2,0.4,2189.36,5339.9,0
Online,6,0.05,1348.58,1983.2,8
Online,3,0.05,1183.49,1715.2,215
Wholesale,6,0.3,2149.9,3839.1,0
In-Store,8,0.05,2276.12,3993.2,3
Distributor,5,0.15,738.68,1172.5,61
Online,6,0.15,1632.59,2767.1,242
Wholesale,6,0.05,374.53,871.0,243
Wholesale,1,0.2,1326.6,2412.0,150
Online,7,0.05,1526.53,2385.2,0
In-Store,8,0.1,1889.6,2391.9,4
In-Store,8,0.05,1371.69,2324.9,1
Distributor,5,0.15,2399.61,3691.7,0
Online,3,0.05,506.52,904.5,1
In-Store,4,0.05,943.36,1715.2,92
Distributor,8,0.05,515.9,938.0,0
Online,4,0.075,1762.9,4006.6,2
In-Store,8,0.05,628.73,1232.8,214
Wholesale,7,0.2,2296.69,3892.7,31
In-Store,1,0.05,1093.71,2485.7,3
In-Store,2,0.05,1341.34,1742.0,0
Online,2,0.05,91.92,187.6,156
Online,3,0.3,2141.86,3966.4,217
Online,3,0.2,578.88,1072.0,1
In-Store,4,0.15,675.83,877.7,3
In-Store,5,0.05,3763.12,5701.7,92
In-Store,7,0.05,973.85,1708.5,2
Online,3,0.05,688.09,871.0,122
Wholesale,4,0.075,2894.4,6030.0,5
In-Store,5,0.075,3676.69,5406.9,10
In-Store,5,0.1,352.76,783.9,30
Online,2,0.15,147.4,268.0,31
Online,8,0.075,793.88,1936.3,0
Online,2,0.15,690.37,1078.7,245
Distributor,6,0.075,1968.46,3785.5,3
Distributor,6,0.075,1637.75,2599.6,8
In-Store,2,0.2,1522.51,2003.3,0
In-Store,1,0.05,2666.47,3979.8,184
In-Store,5,0.15,574.06,1125.6,153
Online,2,0.05,1417.99,2726.9,67
Distributor,5,0.075,1379.53,1943.0,185
Online,8,0.2,776.66,1078.7,244
In-Store,8,0.3,3887.07,5252.8,0
Distributor,8,0.05,4161.1,6304.7,273
In-Store,3,0.15,1492.22,2331.6,2
In-Store,3,0.05,922.59,1085.4,6
Distributor,4,0.075,2104.87,3095.4,61
Online,7,0.2,3197.58,3852.5,4
In-Store,5,0.15,772.78,1058.6,0
Distributor,6,0.05,2069.56,2619.7,0
Online,3,0.1,1668.7,3973.1,0
Online,7,0.1,150.08,187.6,153
Online,5,0.2,2351.1,3731.9,6
Wholesale,6,0.05,469.6,1092.1,123
Wholesale,8,0.1,3308.8,3986.5,123
Wholesale,4,0.15,4748.63,6331.5,125
In-Store,3,0.1,3190.27,5145.6,0
In-Store,7,0.1,2188.29,3839.1,4
Online,1,0.1,1595.54,2532.6,0
In-Store,6,0.2,1947.29,2318.2,4
Wholesale,7,0.15,564.01,924.6,123
In-Store,6,0.1,688.76,1721.9,7
Wholesale,5,0.2,90.45,180.9,5
Online,1,0.05,455.27,1011.7,4
In-Store,5,0.15,542.7,1005.0,122
Online,6,0.2,918.3,1192.6,6
Distributor,6,0.05,680.99,810.7,276
In-Store,8,0.4,3878.5,5386.8,10
Wholesale,8,0.075,1034.95,1815.7,9
In-Store,6,0.15,578.55,1051.9,184
Wholesale,4,0.4,611.58,1092.1,9
In-Store,3,0.05,1568.4,1936.3,6
Online,1,0.2,2887.16,3437.1,94
In-Store,1,0.1,1782.2,3182.5,243
In-Store,2,0.1,2237.4,3792.2,2
In-Store,5,0.15,792.61,1132.3,2
In-Store,7,0.15,768.83,904.5,8
In-Store,8,0.075,2511.5,3986.5,123
Wholesale,3,0.2,662.7,1051.9,31
Online,2,0.15,405.22,964.8,0
Wholesale,3,0.1,516.44,1098.8,0
Wholesale,7,0.4,1370.69,2586.2,0
In-Store,7,0.1,3268.13,5634.7,8
Online,5,0.075,2855.81,3859.2,4
In-Store,4,0.3,95.54,207.7,5
Online,8,0.05,615.06,1139.0,304
In-Store,3,0.15,2910.15,3986.5,94
Online,3,0.05,377.88,944.7,9
Online,4,0.1,389.14,884.4,92
In-Store,1,0.075,760.85,1118.9,183
Distributor,4,0.05,788.99,1232.8,90
In-Store,6,0.075,128.24,194.3,1
In-Store,5,0.05,625.31,1025.1,92
In-Store,7,0.075,2430.09,3919.5,31
Online,6,0.075,962.39,1782.2,2
In-Store,8,0.075,1116.22,2278.0,275
In-Store,5,0.05,2076.73,2532.6,5
Distributor,8,0.1,2319.94,3999.9,242
Distributor,2,0.075,749.93,1829.1,5
In-Store,6,0.05,2498.83,5949.6,0
Online,3,0.05,777.67,1065.3,0
Online,7,0.4,519.59,1105.5,181
In-Store,8,0.05,1688.4,2680.0,3
In-Store,1,0.2,536.27,777.2,0
Wholesale,3,0.075,1855.63,3865.9,63
In-Store,2,0.1,1161.91,2003.3,2
Distributor,5,0.1,2857.01,6210.9,5
Online,7,0.05,2037.81,2579.5,67
In-Store,3,0.05,118.59,201.0,95
Online,8,0.15,929.83,1721.9,153
Online,4,0.075,3924.53,5232.7,4
In-Store,7,0.2,2869.21,5413.6,61
Online,3,0.2,607.02,1011.7,7
In-Store,3,0.05,2524.16,4006.6,5
In-Store,3,0.075,1373.37,1855.9,4
Online,4,0.075,2921.2,3651.5,151
In-Store,8,0.2,99.43,187.6,95
Distributor,5,0.4,607.82,1125.6,2
Online,1,0.075,3027.06,5045.1,31
In-Store,4,0.15,150.08,214.4,10
In-Store,7,0.075,1331.96,1876.0,6
Wholesale,3,0.075,551.54,1125.6,9
Online,1,0.075,2989.88,3986.5,122
Online,6,0.075,4901.32,6204.2,8
In-Store,8,0.075,767.02,1065.3,6
Distributor,5,0.2,633.49,1038.5,8
Online,3,0.1,3138.82,6539.2,3
Wholesale,4,0.1,526.08,1011.7,9
Wholesale,7,0.05,2561.81,3242.8,4
Distributor,2,0.05,843.73,1721.9,187
Online,2,0.075,2910.15,3986.5,30
Online,3,0.15,1279.16,1728.6,93
Online,3,0.075,106.53,201.0,8
Distributor,1,0.15,582.9,971.5,1
In-Store,4,0.3,594.02,958.1,5
In-Store,8,0.4,1818.38,3953.0,273
Online,1,0.2,706.52,1239.5,67
Distributor,4,0.05,4215.98,5621.3,3
Online,1,0.075,1881.16,3839.1,5
Wholesale,2,0.05,1309.98,2519.2,10
Online,1,0.05,572.85,1005.0,2
Distributor,7,0.05,933.78,1212.7,92
Wholesale,4,0.075,2364.9,5031.7,185
Wholesale,6,0.075,1330.29,2418.7,1
Online,3,0.075,716.36,1085.4,97
In-Store,3,0.1,3207.96,5728.5,2
In-Store,7,0.2,122.21,214.4,67
In-Store,7,0.075,525.75,891.1,157
Wholesale,3,0.05,639.18,1065.3,31
Online,1,0.05,3892.3,6277.9,98
Wholesale,4,0.15,868.32,1085.4,31
In-Store,8,0.4,3128.23,5393.5,122
Distributor,7,0.05,119.6,234.5,9
In-Store,6,0.075,410.84,978.2,183
